Location,Accident_Type,Latitude,Longitude,Date,Year,Month,Day,Hour,Minute
Alexandria,Pedestrian Accident,22.365708,30.674673,2021-06-25,2021,6,25,4,10
Mansoura,Fire,22.050806,31.797988,2020-11-13,2020,11,13,1,9
Aswan,Vehicle Breakdown,22.457699,34.594291,2023-06-14,2023,6,14,21,19
Port Said,Vehicle Breakdown,26.951442,29.437285,2023-12-20,2023,12,20,10,33
Sharm El Sheikh,Overturn,26.685457,33.717549,2020-11-22,2020,11,22,13,34
Ismailia,Pedestrian Accident,22.82751,30.327188,2021-03-12,2021,3,12,21,21
Aswan,Fire,24.642169,34.70185,2023-06-20,2023,6,20,16,30
Ismailia,Collision,23.032498,31.076044,2021-05-07,2021,5,7,20,39
Mansoura,Overturn,30.630071,33.095308,2021-10-19,2021,10,19,12,58
Alexandria,Pedestrian Accident,24.309315,33.343854,2020-02-20,2020,2,20,16,52
Aswan,Vehicle Breakdown,29.225351,31.673341,2020-03-30,2020,3,30,9,57
Sharm El Sheikh,Fire,26.625052,34.689271,2020-12-08,2020,12,8,17,34
Cairo,Collision,23.897033,32.777087,2021-03-12,2021,3,12,21,27
Alexandria,Overturn,26.839788,33.216457,2024-02-27,2024,2,27,13,41
Alexandria,Overturn,22.213777,33.30121,2020-03-18,2020,3,18,2,4
Cairo,Overturn,29.147933,32.348505,2023-03-23,2023,3,23,7,58
Luxor,Pedestrian Accident,25.492293,32.781304,2022-06-05,2022,6,5,10,1
Suez,Collision,26.813509,32.848536,2023-06-20,2023,6,20,2,48
Mansoura,Collision,28.307938,29.435537,2022-10-26,2022,10,26,3,18
Luxor,Vehicle Breakdown,22.778547,33.591645,2022-06-15,2022,6,15,12,25
Cairo,Pedestrian Accident,23.406911,30.319194,2024-03-09,2024,3,9,12,50
Ismailia,Fire,30.641208,29.864453,2023-10-19,2023,10,19,23,41
Aswan,Collision,26.981718,32.330418,2020-09-09,2020,9,9,1,0
Mansoura,Vehicle Breakdown,25.546735,32.285153,2020-06-23,2020,6,23,9,13
Aswan,Overturn,25.71389,32.875589,2022-11-15,2022,11,15,4,10
Giza,Overturn,27.551964,30.516451,2020-08-22,2020,8,22,5,42
Mansoura,Collision,29.66249,34.594219,2023-01-29,2023,1,29,14,41
Ismailia,Collision,24.615874,29.404177,2020-07-20,2020,7,20,6,46
Mansoura,Pedestrian Accident,30.563859,31.14283,2023-10-06,2023,10,6,20,15
Alexandria,Fire,27.575642,34.400712,2021-10-12,2021,10,12,15,28
Aswan,Vehicle Breakdown,27.9348,33.160749,2020-11-08,2020,11,8,18,36
Aswan,Fire,30.62793,30.011837,2021-10-03,2021,10,3,7,50
Sharm El Sheikh,Pedestrian Accident,24.490119,31.156916,2023-10-23,2023,10,23,23,21
Port Said,Pedestrian Accident,26.008222,33.648602,2022-09-24,2022,9,24,17,6
Giza,Vehicle Breakdown,22.737763,30.683696,2024-08-19,2024,8,19,4,57
Ismailia,Overturn,24.369112,34.318015,2020-06-05,2020,6,5,23,4
Cairo,Vehicle Breakdown,27.684638,33.875854,2023-03-31,2023,3,31,12,49
Mansoura,Overturn,30.156732,32.309564,2023-01-18,2023,1,18,17,30
Giza,Fire,25.532485,34.348625,2023-04-22,2023,4,22,23,54
Luxor,Overturn,26.18231,32.062472,2022-03-23,2022,3,23,11,32
Cairo,Overturn,29.631837,33.83924,2023-06-11,2023,6,11,21,10
Ismailia,Overturn,26.015984,30.074871,2023-03-04,2023,3,4,21,55
Giza,Pedestrian Accident,30.452577,29.242519,2024-04-08,2024,4,8,15,14
Alexandria,Fire,25.324917,29.256851,2021-02-27,2021,2,27,16,58
Aswan,Pedestrian Accident,26.227068,31.727861,2020-04-05,2020,4,5,1,41
Aswan,Collision,28.333626,32.128237,2024-08-26,2024,8,26,8,53
Luxor,Vehicle Breakdown,26.899151,30.043099,2023-08-31,2023,8,31,12,23
Mansoura,Collision,26.649966,31.257973,2021-04-01,2021,4,1,16,25
Aswan,Fire,26.381754,31.892661,2023-05-22,2023,5,22,0,32
Giza,Pedestrian Accident,23.490452,29.462529,2023-08-10,2023,8,10,8,13
Giza,Overturn,23.416216,32.612122,2024-07-31,2024,7,31,3,42
Sharm El Sheikh,Pedestrian Accident,29.300554,33.321534,2022-09-13,2022,9,13,21,30
Port Said,Overturn,27.317118,32.883555,2022-04-21,2022,4,21,0,15
Cairo,Overturn,27.161379,29.966775,2023-07-13,2023,7,13,16,2
Mansoura,Overturn,22.503208,30.549558,2021-01-03,2021,1,3,16,25
Mansoura,Vehicle Breakdown,27.738604,34.271054,2024-01-30,2024,1,30,21,52
Luxor,Collision,23.949341,32.639155,2022-08-23,2022,8,23,15,10
Sharm El Sheikh,Pedestrian Accident,27.407548,33.767696,2024-08-07,2024,8,7,5,39
Ismailia,Fire,23.509495,33.113547,2022-07-17,2022,7,17,19,37
Alexandria,Overturn,25.403902,29.793279,2020-02-03,2020,2,3,6,33
Ismailia,Pedestrian Accident,29.438628,32.633066,2020-12-29,2020,12,29,15,57
Mansoura,Vehicle Breakdown,22.351329,33.703209,2022-10-27,2022,10,27,3,5
Port Said,Overturn,30.117863,32.235716,2020-01-03,2020,1,3,21,41
Suez,Vehicle Breakdown,25.786156,34.248946,2023-11-29,2023,11,29,16,27
Sharm El Sheikh,Pedestrian Accident,29.106,31.287419,2023-04-21,2023,4,21,23,58
Mansoura,Collision,25.829405,30.527108,2024-04-17,2024,4,17,7,58
Alexandria,Fire,27.384631,32.262386,2021-06-11,2021,6,11,6,0
Cairo,Vehicle Breakdown,26.702866,32.118571,2022-02-07,2022,2,7,20,13
Aswan,Pedestrian Accident,25.260428,29.928671,2023-08-27,2023,8,27,18,16
Luxor,Vehicle Breakdown,25.812054,31.193865,2021-07-18,2021,7,18,21,25
Sharm El Sheikh,Pedestrian Accident,26.968945,32.345376,2021-01-01,2021,1,1,11,35
Ismailia,Pedestrian Accident,24.283999,30.839919,2021-12-06,2021,12,6,22,25
Giza,Collision,28.730328,31.679569,2023-12-03,2023,12,3,5,6
Sharm El Sheikh,Vehicle Breakdown,25.605048,31.030627,2023-02-01,2023,2,1,19,44
Cairo,Overturn,25.501933,32.81526,2024-07-05,2024,7,5,2,52
Giza,Pedestrian Accident,30.332756,31.612265,2020-05-11,2020,5,11,8,14
Aswan,Collision,27.48126,33.346968,2022-03-31,2022,3,31,19,41
Ismailia,Fire,28.404452,32.584835,2024-05-03,2024,5,3,5,40
Port Said,Pedestrian Accident,22.096394,34.103406,2024-07-04,2024,7,4,16,18
Sharm El Sheikh,Collision,29.055635,32.063287,2023-12-01,2023,12,1,7,39
Giza,Collision,25.23766,32.930115,2020-11-18,2020,11,18,2,17
Suez,Fire,28.026958,31.432706,2021-02-14,2021,2,14,16,0
Alexandria,Collision,26.946334,33.356832,2023-02-19,2023,2,19,18,22
Aswan,Fire,24.03666,34.778343,2022-07-20,2022,7,20,12,36
Cairo,Fire,23.575313,32.037429,2023-02-18,2023,2,18,2,32
Luxor,Fire,30.523139,33.817653,2021-06-11,2021,6,11,17,52
Mansoura,Fire,28.247727,34.796333,2023-02-27,2023,2,27,15,49
Sharm El Sheikh,Fire,30.651149,31.753091,2022-08-01,2022,8,1,18,55
Cairo,Pedestrian Accident,23.046415,29.405326,2023-07-21,2023,7,21,7,43
Sharm El Sheikh,Fire,25.711834,31.118578,2023-01-02,2023,1,2,0,44
Luxor,Overturn,24.585606,31.393584,2024-03-13,2024,3,13,10,4
Ismailia,Overturn,26.288999,31.121228,2023-03-20,2023,3,20,8,11
Sharm El Sheikh,Pedestrian Accident,28.63401,30.409168,2021-05-10,2021,5,10,8,13
Sharm El Sheikh,Overturn,29.514464,34.018008,2021-12-30,2021,12,30,4,49
Alexandria,Collision,30.281693,33.054873,2023-09-20,2023,9,20,15,39
Cairo,Vehicle Breakdown,30.621938,34.088064,2022-01-30,2022,1,30,19,20
Port Said,Vehicle Breakdown,29.81892,31.944832,2024-04-14,2024,4,14,16,17
Suez,Overturn,28.751524,29.769476,2022-12-12,2022,12,12,13,30
Ismailia,Collision,26.522277,31.362302,2023-11-06,2023,11,6,5,29
Alexandria,Vehicle Breakdown,26.140635,33.135263,2020-01-25,2020,1,25,21,13
Suez,Vehicle Breakdown,22.90673,31.169614,2024-10-31,2024,10,31,8,11
Ismailia,Fire,24.134252,31.828072,2023-06-09,2023,6,9,10,23
Giza,Pedestrian Accident,25.815486,31.514558,2024-03-20,2024,3,20,11,23
Suez,Fire,26.056561,32.428458,2023-03-25,2023,3,25,21,14
Alexandria,Fire,29.236788,32.33204,2024-10-19,2024,10,19,12,12
Giza,Overturn,26.256883,29.058454,2022-05-13,2022,5,13,15,8
Ismailia,Vehicle Breakdown,28.485043,33.711998,2021-09-06,2021,9,6,8,35
Mansoura,Collision,25.585617,33.143259,2020-05-02,2020,5,2,6,52
Luxor,Pedestrian Accident,29.550745,29.577811,2024-03-04,2024,3,4,10,16
Aswan,Fire,27.04315,34.591067,2021-06-11,2021,6,11,11,1
Suez,Collision,25.159814,33.077515,2023-05-25,2023,5,25,6,36
Mansoura,Vehicle Breakdown,23.57085,33.681855,2021-12-28,2021,12,28,10,43
Ismailia,Pedestrian Accident,28.972699,31.681581,2020-06-09,2020,6,9,12,39
Luxor,Pedestrian Accident,27.68541,29.86909,2020-12-09,2020,12,9,20,51
Aswan,Pedestrian Accident,27.681461,32.429825,2024-10-04,2024,10,4,2,5
Giza,Fire,24.053961,30.901269,2021-08-19,2021,8,19,22,17
Mansoura,Pedestrian Accident,24.441233,31.66939,2024-11-02,2024,11,2,11,47
Mansoura,Vehicle Breakdown,30.689734,31.483934,2021-01-11,2021,1,11,0,8
Sharm El Sheikh,Fire,30.463936,33.204182,2020-06-12,2020,6,12,6,10
Suez,Collision,22.859983,34.620762,2022-08-27,2022,8,27,17,3
Cairo,Pedestrian Accident,26.715845,34.976082,2020-07-31,2020,7,31,8,39
Giza,Collision,27.893494,34.312828,2021-09-25,2021,9,25,7,15
Luxor,Pedestrian Accident,27.638326,29.787663,2024-09-13,2024,9,13,5,1
Cairo,Fire,29.743319,30.951208,2022-09-02,2022,9,2,14,55
Ismailia,Fire,26.936907,29.810689,2023-11-29,2023,11,29,17,11
Mansoura,Vehicle Breakdown,26.108891,33.49347,2024-12-01,2024,12,1,18,27
Ismailia,Vehicle Breakdown,24.786952,31.08301,2023-01-10,2023,1,10,7,51
Alexandria,Pedestrian Accident,24.770814,31.473223,2020-11-14,2020,11,14,9,0
Cairo,Vehicle Breakdown,29.338418,34.087679,2021-12-05,2021,12,5,9,30
Ismailia,Collision,28.18993,31.95159,2024-03-27,2024,3,27,15,19
Cairo,Pedestrian Accident,29.181683,32.582023,2024-06-19,2024,6,19,0,35
Aswan,Overturn,25.705623,32.363326,2022-03-19,2022,3,19,7,10
Suez,Pedestrian Accident,23.985332,29.475258,2023-07-04,2023,7,4,7,33
Mansoura,Fire,24.562092,33.457561,2024-07-14,2024,7,14,8,26
Sharm El Sheikh,Collision,23.641665,30.737572,2023-07-28,2023,7,28,14,39
Port Said,Fire,28.304253,31.951976,2021-10-18,2021,10,18,0,9
Cairo,Vehicle Breakdown,22.199178,34.833996,2021-07-31,2021,7,31,8,8
Port Said,Collision,24.095294,29.904102,2022-10-07,2022,10,7,6,21
Suez,Fire,29.071528,31.990375,2022-01-30,2022,1,30,14,44
Cairo,Fire,22.722008,33.503417,2020-10-26,2020,10,26,1,17
Suez,Collision,26.888728,30.089622,2024-09-19,2024,9,19,8,52
Suez,Collision,23.097654,33.608874,2021-05-24,2021,5,24,12,49
Port Said,Overturn,28.638571,29.201062,2022-08-01,2022,8,1,23,49
Alexandria,Vehicle Breakdown,27.994071,30.250683,2022-03-07,2022,3,7,21,19
Aswan,Overturn,27.662478,29.253115,2023-01-30,2023,1,30,16,7
Luxor,Pedestrian Accident,27.74668,30.192342,2024-12-22,2024,12,22,1,55
Sharm El Sheikh,Collision,24.123693,31.60497,2020-01-31,2020,1,31,5,50
Luxor,Vehicle Breakdown,23.076846,33.734863,2020-01-19,2020,1,19,1,37
Port Said,Vehicle Breakdown,23.394927,33.624782,2021-05-24,2021,5,24,5,31
Alexandria,Vehicle Breakdown,25.045799,34.81791,2024-04-04,2024,4,4,20,3
Cairo,Fire,27.801174,33.207969,2024-06-08,2024,6,8,3,8
Port Said,Overturn,24.850656,32.350103,2023-08-13,2023,8,13,11,51
Port Said,Overturn,22.192175,31.266614,2024-01-23,2024,1,23,4,16
Cairo,Pedestrian Accident,28.359634,32.354149,2023-01-16,2023,1,16,22,31
Sharm El Sheikh,Vehicle Breakdown,23.679641,31.085988,2024-02-08,2024,2,8,14,17
Mansoura,Vehicle Breakdown,23.443091,32.186825,2022-07-09,2022,7,9,9,52
Luxor,Vehicle Breakdown,25.304014,29.004319,2023-07-30,2023,7,30,16,24
Giza,Collision,27.577611,31.184451,2023-06-24,2023,6,24,7,20
Alexandria,Vehicle Breakdown,29.371448,30.139217,2023-10-31,2023,10,31,15,49
Ismailia,Overturn,27.517353,30.9356,2023-08-05,2023,8,5,10,7
Alexandria,Vehicle Breakdown,27.930019,29.262664,2020-09-22,2020,9,22,5,55
Cairo,Overturn,22.963497,30.1497,2020-03-06,2020,3,6,18,41
Suez,Pedestrian Accident,26.732392,33.207884,2021-06-08,2021,6,8,1,23
Sharm El Sheikh,Vehicle Breakdown,28.460607,29.078517,2021-03-03,2021,3,3,20,31
Alexandria,Pedestrian Accident,29.20918,29.364201,2023-02-16,2023,2,16,23,56
Suez,Fire,29.148246,29.3498,2023-06-17,2023,6,17,8,33
Cairo,Collision,29.510108,29.467612,2021-03-18,2021,3,18,16,6
Alexandria,Overturn,26.784949,30.136762,2022-12-13,2022,12,13,21,15
Mansoura,Overturn,27.025811,32.34885,2024-03-08,2024,3,8,3,49
Mansoura,Fire,28.070433,33.215302,2022-05-24,2022,5,24,3,10
Giza,Vehicle Breakdown,25.614015,31.025077,2020-11-19,2020,11,19,17,38
Port Said,Fire,30.122365,32.300488,2021-10-26,2021,10,26,11,26
Suez,Fire,27.47572,32.378868,2021-03-14,2021,3,14,12,49
Ismailia,Fire,25.240077,31.714421,2022-03-24,2022,3,24,0,46
Cairo,Fire,27.361865,32.105656,2024-12-28,2024,12,28,9,0
Luxor,Overturn,23.933405,30.889428,2024-04-29,2024,4,29,22,52
Luxor,Vehicle Breakdown,26.601443,32.424009,2023-03-16,2023,3,16,4,6
Cairo,Pedestrian Accident,25.200902,29.830449,2022-01-21,2022,1,21,18,15
Sharm El Sheikh,Fire,29.299668,29.551431,2022-03-29,2022,3,29,18,58
Sharm El Sheikh,Collision,28.512225,33.757425,2020-12-20,2020,12,20,15,52
Mansoura,Collision,27.357081,30.80236,2024-02-05,2024,2,5,18,24
Alexandria,Collision,30.296843,31.006338,2024-12-06,2024,12,6,13,26
Alexandria,Overturn,28.729108,34.096869,2020-01-24,2020,1,24,20,49
Suez,Collision,24.743051,29.247094,2023-01-10,2023,1,10,18,9
Aswan,Vehicle Breakdown,28.279918,29.919185,2023-10-11,2023,10,11,23,25
Port Said,Vehicle Breakdown,27.177294,29.540498,2022-06-03,2022,6,3,9,50
Suez,Overturn,23.189701,29.495271,2023-03-16,2023,3,16,23,3
Ismailia,Pedestrian Accident,24.363022,31.391162,2022-06-08,2022,6,8,22,8
Giza,Pedestrian Accident,27.033666,31.927167,2023-08-28,2023,8,28,18,12
Ismailia,Vehicle Breakdown,30.973709,32.145487,2021-05-11,2021,5,11,2,17
Suez,Fire,28.162642,32.456109,2020-08-18,2020,8,18,21,26
Suez,Fire,25.134771,30.92443,2023-05-01,2023,5,1,20,1
Luxor,Overturn,30.888867,32.697326,2024-07-02,2024,7,2,14,39
Giza,Pedestrian Accident,22.403898,33.909032,2021-02-12,2021,2,12,21,23
Giza,Collision,23.011346,29.327228,2023-06-25,2023,6,25,4,55
Luxor,Collision,25.089442,33.825685,2021-09-16,2021,9,16,14,30
Cairo,Fire,23.881086,32.228033,2021-02-21,2021,2,21,17,33
Luxor,Vehicle Breakdown,26.347237,33.379542,2020-10-16,2020,10,16,22,44
Cairo,Pedestrian Accident,27.247044,32.98117,2020-03-30,2020,3,30,8,10
Cairo,Fire,23.806265,33.17916,2021-07-09,2021,7,9,1,29
Cairo,Collision,25.497806,30.627862,2024-10-11,2024,10,11,21,23
Alexandria,Collision,24.63246,34.300414,2022-03-02,2022,3,2,7,24
Ismailia,Collision,30.134849,31.907973,2023-05-07,2023,5,7,17,5
Giza,Overturn,26.505857,31.747918,2023-12-30,2023,12,30,0,2
Sharm El Sheikh,Vehicle Breakdown,24.744348,31.939597,2024-03-04,2024,3,4,5,1
Aswan,Fire,25.198403,30.813957,2022-10-23,2022,10,23,8,51
Cairo,Fire,29.908095,34.342413,2024-07-26,2024,7,26,0,35
Luxor,Overturn,23.365374,34.383052,2023-09-07,2023,9,7,4,5
Suez,Vehicle Breakdown,30.645451,32.67469,2023-07-05,2023,7,5,21,14
Suez,Overturn,27.156087,31.55879,2021-10-01,2021,10,1,19,21
Port Said,Vehicle Breakdown,23.185949,32.914836,2023-04-04,2023,4,4,17,43
Sharm El Sheikh,Overturn,24.780986,33.230818,2022-12-08,2022,12,8,4,27
Giza,Vehicle Breakdown,30.254009,30.904977,2023-02-15,2023,2,15,17,46
Alexandria,Overturn,24.858378,34.277829,2024-01-29,2024,1,29,0,48
Aswan,Pedestrian Accident,30.650766,30.820089,2024-03-07,2024,3,7,20,59
Luxor,Overturn,29.011971,29.640629,2021-01-13,2021,1,13,0,48
Mansoura,Vehicle Breakdown,24.401764,32.402259,2021-04-17,2021,4,17,19,14
Sharm El Sheikh,Collision,25.233352,33.128848,2022-09-03,2022,9,3,4,32
Mansoura,Pedestrian Accident,28.408172,31.243756,2024-10-11,2024,10,11,12,31
Port Said,Overturn,23.474077,30.357638,2022-04-16,2022,4,16,0,59
Luxor,Pedestrian Accident,24.002988,33.028035,2021-02-19,2021,2,19,6,4
Giza,Pedestrian Accident,29.804161,31.939657,2021-10-27,2021,10,27,14,56
Sharm El Sheikh,Pedestrian Accident,25.643801,29.250958,2024-02-14,2024,2,14,12,46
Aswan,Pedestrian Accident,27.503544,33.454807,2023-05-01,2023,5,1,17,33
Cairo,Vehicle Breakdown,22.983847,31.741403,2024-12-02,2024,12,2,1,56
Sharm El Sheikh,Vehicle Breakdown,26.840822,34.902984,2020-03-21,2020,3,21,17,24
Ismailia,Collision,23.708653,31.637323,2024-12-16,2024,12,16,9,49
Luxor,Pedestrian Accident,23.498379,30.766518,2020-04-21,2020,4,21,22,33
Giza,Pedestrian Accident,29.469042,31.710189,2024-01-19,2024,1,19,16,7
Giza,Vehicle Breakdown,30.440582,33.176685,2020-10-04,2020,10,4,12,26
Aswan,Pedestrian Accident,22.224209,31.722084,2023-12-30,2023,12,30,6,56
Port Said,Collision,24.250741,33.150305,2023-12-28,2023,12,28,5,45
Alexandria,Collision,23.027484,31.696391,2022-01-13,2022,1,13,2,33
Suez,Vehicle Breakdown,27.508653,29.959398,2023-02-01,2023,2,1,12,2
Giza,Fire,27.089424,32.957182,2020-11-03,2020,11,3,5,55
Giza,Overturn,28.922411,29.307863,2021-09-22,2021,9,22,9,46
Port Said,Fire,27.638076,29.705324,2020-09-26,2020,9,26,6,0
Mansoura,Fire,22.10987,31.985766,2022-10-18,2022,10,18,17,51
Cairo,Vehicle Breakdown,29.944326,30.42727,2023-04-20,2023,4,20,21,30
Port Said,Pedestrian Accident,25.976878,32.607299,2020-01-14,2020,1,14,7,56
Ismailia,Fire,27.577894,32.345292,2024-08-17,2024,8,17,6,3
Giza,Overturn,22.495575,31.094119,2020-10-24,2020,10,24,1,42
Mansoura,Vehicle Breakdown,24.685974,34.522308,2020-04-10,2020,4,10,3,26
Giza,Overturn,28.048814,32.666539,2023-11-17,2023,11,17,22,38
Mansoura,Vehicle Breakdown,23.596773,31.732027,2023-03-31,2023,3,31,11,59
Cairo,Collision,28.916608,30.936931,2022-02-15,2022,2,15,2,48
Suez,Vehicle Breakdown,22.584333,31.824901,2020-09-06,2020,9,6,22,55
Luxor,Fire,26.743475,32.147877,2023-11-26,2023,11,26,6,39
Cairo,Collision,27.142304,34.8761,2022-12-19,2022,12,19,2,30
Mansoura,Fire,25.843482,34.086788,2021-06-15,2021,6,15,16,36
Mansoura,Fire,30.343948,32.68574,2022-10-13,2022,10,13,16,46
Port Said,Pedestrian Accident,29.271823,34.301982,2021-04-21,2021,4,21,22,18
Sharm El Sheikh,Collision,23.063864,31.789314,2024-06-19,2024,6,19,3,47
Sharm El Sheikh,Vehicle Breakdown,30.990883,31.484247,2021-11-14,2021,11,14,11,35
Sharm El Sheikh,Collision,27.765565,33.140102,2021-06-05,2021,6,5,2,19
Luxor,Vehicle Breakdown,26.949942,33.602196,2020-08-21,2020,8,21,21,21
Aswan,Pedestrian Accident,28.51957,32.69596,2020-02-29,2020,2,29,5,12
Aswan,Fire,30.300518,31.87465,2022-08-29,2022,8,29,1,41
Giza,Pedestrian Accident,23.398477,31.763708,2024-11-06,2024,11,6,17,57
Aswan,Pedestrian Accident,29.055901,31.483718,2024-02-29,2024,2,29,1,53
Ismailia,Fire,27.084484,33.069186,2023-02-11,2023,2,11,17,1
Sharm El Sheikh,Vehicle Breakdown,28.16944,33.797212,2024-12-23,2024,12,23,11,4
Giza,Fire,29.566652,31.034915,2022-02-07,2022,2,7,20,34
Giza,Vehicle Breakdown,27.451202,30.124273,2020-08-27,2020,8,27,9,45
Aswan,Collision,24.443477,29.520787,2024-12-01,2024,12,1,7,23
Port Said,Fire,23.945259,30.81391,2020-08-17,2020,8,17,11,50
Cairo,Overturn,30.220185,31.662645,2020-02-21,2020,2,21,15,57
Ismailia,Overturn,23.711905,34.541821,2024-02-09,2024,2,9,16,19
Aswan,Overturn,28.925333,29.589509,2022-11-23,2022,11,23,21,8
Sharm El Sheikh,Collision,26.134316,33.282064,2022-12-05,2022,12,5,3,0
Luxor,Collision,28.183471,32.565725,2020-06-27,2020,6,27,10,29
Cairo,Collision,26.685199,32.953906,2021-10-01,2021,10,1,0,36
Luxor,Overturn,24.887923,30.155274,2021-07-20,2021,7,20,17,20
Port Said,Collision,24.453888,29.944976,2020-08-22,2020,8,22,0,39
Ismailia,Vehicle Breakdown,22.921378,32.255172,2023-01-30,2023,1,30,10,17
Giza,Fire,27.166746,30.02765,2021-09-29,2021,9,29,19,57
Aswan,Vehicle Breakdown,25.992829,29.780444,2022-08-22,2022,8,22,21,3
Alexandria,Pedestrian Accident,22.484199,31.558794,2021-01-01,2021,1,1,22,38
Mansoura,Pedestrian Accident,27.546838,30.874644,2024-08-01,2024,8,1,6,45
Ismailia,Collision,30.763137,33.534458,2022-08-11,2022,8,11,18,8
Alexandria,Pedestrian Accident,22.875367,30.86235,2023-08-12,2023,8,12,22,49
Port Said,Pedestrian Accident,24.085248,30.342767,2024-10-29,2024,10,29,19,16
Aswan,Pedestrian Accident,23.650178,34.503587,2021-11-07,2021,11,7,10,29
Port Said,Collision,22.588287,29.677322,2022-09-07,2022,9,7,14,54
Giza,Fire,28.911474,32.626641,2020-09-17,2020,9,17,16,6
Suez,Collision,24.932828,32.896708,2024-06-10,2024,6,10,9,34
Port Said,Pedestrian Accident,27.314824,30.431452,2021-05-14,2021,5,14,17,10
Port Said,Pedestrian Accident,22.594539,30.249429,2023-11-22,2023,11,22,18,27
Suez,Vehicle Breakdown,29.085941,32.267161,2021-04-28,2021,4,28,5,42
Alexandria,Vehicle Breakdown,29.530734,29.685937,2023-05-05,2023,5,5,14,20
Ismailia,Collision,29.398207,30.057044,2022-04-11,2022,4,11,2,38
Alexandria,Vehicle Breakdown,28.94209,31.273466,2022-10-09,2022,10,9,20,42
Cairo,Collision,23.958506,29.8335,2023-04-04,2023,4,4,20,51
Cairo,Overturn,27.947933,31.717847,2021-08-19,2021,8,19,12,39
Mansoura,Pedestrian Accident,23.761,33.089101,2021-10-10,2021,10,10,9,36
Luxor,Pedestrian Accident,28.460121,34.490707,2020-07-01,2020,7,1,18,0
Mansoura,Vehicle Breakdown,25.637777,29.765334,2021-08-25,2021,8,25,1,23
Ismailia,Collision,22.00759,32.360182,2022-01-05,2022,1,5,3,55
Luxor,Collision,24.117171,33.213331,2022-03-18,2022,3,18,20,20
Suez,Pedestrian Accident,25.434085,32.270713,2023-09-18,2023,9,18,5,30
Giza,Overturn,26.998794,34.059966,2022-01-07,2022,1,7,13,9
Luxor,Overturn,23.208497,29.430476,2020-02-02,2020,2,2,4,46
Port Said,Pedestrian Accident,30.774775,29.814654,2020-10-08,2020,10,8,20,51
Suez,Pedestrian Accident,30.042242,33.172343,2022-05-21,2022,5,21,19,11
Port Said,Vehicle Breakdown,25.817122,33.920429,2022-02-26,2022,2,26,11,14
Giza,Pedestrian Accident,27.441159,32.467631,2024-09-30,2024,9,30,23,15
Ismailia,Fire,25.69754,32.276998,2022-01-21,2022,1,21,1,2
Mansoura,Pedestrian Accident,28.343943,29.678986,2022-09-13,2022,9,13,22,5
Giza,Vehicle Breakdown,30.852212,34.90201,2024-05-14,2024,5,14,8,29
Ismailia,Collision,26.710211,32.660424,2021-05-17,2021,5,17,15,40
Alexandria,Vehicle Breakdown,29.182884,30.874998,2020-04-18,2020,4,18,10,34
Cairo,Pedestrian Accident,26.086313,34.43633,2023-03-21,2023,3,21,23,21
Suez,Fire,30.645232,33.789339,2021-08-15,2021,8,15,5,2
Mansoura,Fire,28.542745,32.382238,2020-05-05,2020,5,5,20,30
Mansoura,Overturn,27.15574,32.937919,2021-08-20,2021,8,20,23,39
Cairo,Fire,26.362842,29.760928,2020-06-06,2020,6,6,8,16
Giza,Vehicle Breakdown,24.528747,34.14715,2020-01-30,2020,1,30,23,7
Mansoura,Overturn,30.191183,33.433803,2023-09-11,2023,9,11,14,23
Giza,Fire,29.042749,30.417175,2021-01-05,2021,1,5,16,55
Cairo,Fire,30.856645,34.804074,2023-05-04,2023,5,4,4,53
Port Said,Pedestrian Accident,28.93331,30.427685,2022-06-20,2022,6,20,23,40
Giza,Overturn,27.199817,34.050998,2020-04-21,2020,4,21,20,16
Alexandria,Collision,23.508404,31.392469,2021-09-09,2021,9,9,15,47
Ismailia,Overturn,25.418207,33.233647,2022-08-29,2022,8,29,8,9
Ismailia,Pedestrian Accident,22.106767,34.563335,2022-07-08,2022,7,8,12,43
Aswan,Vehicle Breakdown,28.145887,29.246106,2022-12-24,2022,12,24,20,22
Suez,Vehicle Breakdown,30.262378,34.150134,2021-11-17,2021,11,17,8,17
Alexandria,Fire,27.88909,31.346923,2024-05-02,2024,5,2,21,47
Sharm El Sheikh,Vehicle Breakdown,28.934476,32.119714,2023-10-19,2023,10,19,22,11
Aswan,Vehicle Breakdown,22.095202,29.050857,2020-05-19,2020,5,19,0,26
Alexandria,Vehicle Breakdown,22.935166,31.675653,2021-03-25,2021,3,25,23,18
Luxor,Overturn,22.306376,32.716383,2020-04-26,2020,4,26,19,42
Sharm El Sheikh,Vehicle Breakdown,27.742746,33.248451,2020-09-02,2020,9,2,2,54
Mansoura,Overturn,25.383626,33.583147,2023-08-19,2023,8,19,18,51
Giza,Collision,28.260883,30.520014,2022-08-14,2022,8,14,21,59
Alexandria,Pedestrian Accident,30.304259,30.658301,2022-05-24,2022,5,24,22,57
Aswan,Fire,23.457694,29.443982,2024-05-10,2024,5,10,1,24
Suez,Fire,30.963627,30.549432,2024-07-22,2024,7,22,8,11
Port Said,Collision,26.425496,34.571518,2023-06-03,2023,6,3,12,11
Port Said,Collision,23.294853,33.612244,2021-03-23,2021,3,23,19,41
Alexandria,Pedestrian Accident,28.438603,29.619723,2020-05-29,2020,5,29,2,36
Luxor,Pedestrian Accident,22.168883,31.986208,2023-08-30,2023,8,30,20,0
