Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
13:10:00,Saturday,Unknown,Female,Owner,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
8:10:00,Wednesday,Unknown,Female,Employee,No junction,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
8:10:00,Wednesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving at high speed,Slight Injury
12:30:00,Sunday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.6000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
12:30:00,Sunday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
12:30:00,Sunday,Unknown,Female,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
12:30:00,Sunday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Going straight,Not a Pedestrian,Turnover,Slight Injury
20:01:00,Sunday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Serious Injury
20:01:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,Changing lane to the right,Serious Injury
18:49:00,Thursday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:41:00,Thursday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
20:41:00,Thursday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
20:41:00,Thursday,31-50,Male,Owner,Crossing,Dry,Daylight,Normal,Collision with pedestrians,0.6000000000000001,0.2,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
20:41:00,Thursday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Collision with roadside objects,0.6000000000000001,0.2,Getting off,Not a Pedestrian,No priority to vehicle,Slight Injury
10:04:00,Wednesday,31-50,Male,Other,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
10:04:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Getting off,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:04:00,Wednesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Collision with roadside objects,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:30:00,Wednesday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
20:30:00,Wednesday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
20:30:00,Wednesday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
11:15:00,Friday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
11:15:00,Friday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
11:15:00,Friday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Unknown or other,No distancing,Slight Injury
16:36:00,Thursday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Crossing from driver's nearside,No distancing,Fatal injury
16:36:00,Thursday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Fatal injury
13:28:00,Monday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
13:28:00,Monday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
19:28:00,Friday,31-50,Male,Employee,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overturning,Serious Injury
19:28:00,Friday,31-50,Male,Employee,Other,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
23:35:00,Saturday,Under 18,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
23:35:00,Saturday,Under 18,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
23:35:00,Saturday,Under 18,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
9:01:00,Wednesday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Unknown or other,Changing lane to the right,Serious Injury
15:46:00,Thursday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overspeed,Serious Injury
15:46:00,Thursday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
20:10:00,Saturday,Under 18,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
21:46:00,Wednesday,31-50,Male,Owner,Crossing,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
21:46:00,Wednesday,18-30,Male,Owner,Crossing,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
21:20:00,Saturday,Under 18,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overspeed,Serious Injury
21:20:00,Saturday,Under 18,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
5:49:00,Tuesday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
5:49:00,Tuesday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
5:49:00,Tuesday,18-30,Unknown,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
9:35:00,Monday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,Changing lane to the right,Fatal injury
9:35:00,Monday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Moving Backward,Fatal injury
18:39:00,Wednesday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:39:00,Wednesday,Under 18,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overspeed,Slight Injury
16:00:00,Wednesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Unknown,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Other,0.2,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
13:09:00,Tuesday,31-50,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Serious Injury
13:09:00,Tuesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Serious Injury
20:30:00,Friday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:30:00,Friday,Under 18,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
19:00:00,Friday,Over 51,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
12:40:00,Saturday,Unknown,Female,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Unknown,Not a Pedestrian,No priority to vehicle,Serious Injury
18:12:00,Wednesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Moving Backward,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
18:12:00,Wednesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
18:12:00,Wednesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.4000000000000001,Turnover,Not a Pedestrian,Driving carelessly,Slight Injury
18:12:00,Wednesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.4000000000000001,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
7:50:00,Wednesday,18-30,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Reversing,Not a Pedestrian,No priority to pedestrian,Slight Injury
7:50:00,Wednesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Reversing,Not a Pedestrian,No distancing,Slight Injury
10:16:00,Thursday,Under 18,Male,Employee,Other,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Reversing,Not a Pedestrian,No distancing,Slight Injury
10:16:00,Thursday,Over 51,Male,Employee,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,Overturning,Slight Injury
23:05:00,Saturday,Over 51,Male,Owner,No junction,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Serious Injury
0:47:00,Sunday,18-30,Unknown,Employee,No junction,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.0,0.2,Going straight,Not a Pedestrian,Drunk driving,Serious Injury
0:47:00,Sunday,18-30,Unknown,Owner,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
10:30:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:30:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
13:01:00,Saturday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
13:01:00,Saturday,Over 51,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
13:01:00,Saturday,Over 51,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:41:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with pedestrians,0.6000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:41:00,Monday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Turnover,Not a Pedestrian,Changing lane to the right,Slight Injury
17:41:00,Monday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.6000000000000001,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
17:41:00,Monday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Moving Backward,Not a Pedestrian,Driving at high speed,Slight Injury
17:25:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
17:25:00,Friday,Under 18,Unknown,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:25:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
17:25:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:25:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
11:10:00,Sunday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.2,Waiting to go,Not a Pedestrian,No distancing,Slight Injury
11:10:00,Sunday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
11:10:00,Sunday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury
3:15:00,Saturday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.0,0.2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
3:15:00,Saturday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.2,Unknown,Not a Pedestrian,Changing lane to the right,Serious Injury
17:00:00,Tuesday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Overturning,Slight Injury
17:00:00,Tuesday,Under 18,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:10:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Unknown,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
17:10:00,Friday,Under 18,Male,Owner,No junction,Dry,Daylight,Normal,Unknown,0.2,0.0,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
17:23:00,Tuesday,31-50,Unknown,Owner,Unknown,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Overturning,Slight Injury
17:23:00,Tuesday,31-50,Male,Owner,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Sunday,31-50,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
23:35:00,Wednesday,31-50,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving at high speed,Serious Injury
23:35:00,Wednesday,31-50,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
14:59:00,Wednesday,Under 18,Male,Employee,Other,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.2,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury
14:59:00,Wednesday,Under 18,Male,Employee,Other,Dry,Daylight,Normal,Unknown,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
14:59:00,Wednesday,Over 51,Male,Owner,Other,Dry,Daylight,Normal,Unknown,0.2,0.2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
14:40:00,Saturday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Normal,Unknown,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
14:40:00,Saturday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Unknown,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
14:40:00,Saturday,18-30,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Unknown,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
12:48:00,Sunday,31-50,Male,Owner,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.6000000000000001,Going straight,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No distancing,Slight Injury
12:48:00,Sunday,18-30,Male,Owner,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.6000000000000001,Going straight,Not a Pedestrian,Drunk driving,Slight Injury
12:48:00,Sunday,18-30,Male,Owner,Y Shape,Wet or damp,Daylight,Raining,Collision with roadside objects,0.2,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
12:48:00,Sunday,18-30,Male,Owner,Y Shape,Wet or damp,Daylight,Raining,Collision with roadside objects,0.2,0.6000000000000001,Waiting to go,Not a Pedestrian,Driving carelessly,Slight Injury
12:48:00,Sunday,18-30,Male,Owner,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.6000000000000001,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
18:40:00,Friday,18-30,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
18:40:00,Friday,18-30,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
11:11:00,Wednesday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
11:11:00,Wednesday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
7:50:00,Tuesday,Over 51,Male,Owner,Y Shape,Dry,Daylight,Normal,Rollover,0.2,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
7:50:00,Tuesday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
7:50:00,Tuesday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
16:30:00,Tuesday,18-30,Male,Owner,No junction,Wet or damp,Daylight,Raining,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
16:30:00,Tuesday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
18:56:00,Monday,Under 18,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:56:00,Monday,Unknown,Female,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
18:13:00,Tuesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
18:13:00,Tuesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Turnover,Not a Pedestrian,Moving Backward,Serious Injury
18:13:00,Tuesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Reversing,Not a Pedestrian,Moving Backward,Serious Injury
15:15:00,Sunday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
15:15:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
15:15:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Rollover,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
10:12:00,Tuesday,18-30,Male,Owner,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
19:25:00,Monday,31-50,Male,Owner,Crossing,Dry,Daylight,Normal,Collision with pedestrians,0.0,0.0,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
14:57:00,Friday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
14:57:00,Friday,31-50,Unknown,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
14:57:00,Friday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Normal,Collision with pedestrians,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
8:30:00,Sunday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Normal,Collision with pedestrians,0.0,0.0,Unknown,Not a Pedestrian,No priority to vehicle,Serious Injury
22:05:00,Monday,Unknown,Female,Employee,Y Shape,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
22:05:00,Monday,18-30,Male,Employee,Y Shape,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,0.2,0.0,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
15:30:00,Friday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
15:30:00,Friday,Over 51,Unknown,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Moving Backward,Not a Pedestrian,No priority to vehicle,Slight Injury
15:30:00,Friday,Over 51,Male,Employee,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
21:15:00,Sunday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.6000000000000001,Going straight,Not a Pedestrian,Moving Backward,Fatal injury
21:15:00,Sunday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.6000000000000001,Moving Backward,Not a Pedestrian,Changing lane to the right,Fatal injury
21:15:00,Sunday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.6000000000000001,Going straight,Not a Pedestrian,Driving carelessly,Fatal injury
21:15:00,Sunday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.6000000000000001,Turnover,Not a Pedestrian,Changing lane to the left,Fatal injury
16:32:00,Monday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:32:00,Monday,31-50,Unknown,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
16:32:00,Monday,Over 51,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Unknown,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:30:00,Friday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
15:30:00,Friday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overturning,Slight Injury
14:45:00,Saturday,Over 51,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Fatal injury
19:30:00,Wednesday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
19:30:00,Wednesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
16:56:00,Friday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
