Location,Accident_Type,Latitude,Longitude,Year,Month,Day,Hour,Minute
Luxor,Severe,28.34955474315931,25.94448869488297,2022.0,3.0,7.0,21.0,0.0
Cairo,Minor,25.53165043193654,31.189911674016983,2020.0,1.0,23.0,22.0,0.0
Luxor,Fatal,25.515200588572526,30.80489847328977,,6.0,9.0,1.0,0.0
Giza,Moderate,41.94385127980484,29.457462387093024,2020.0,11.0,6.0,5.0,0.0
Sharm El Sheikh,Fatal,30.792209409822764,25.57536462364626,2023.0,3.0,19.0,19.0,0.0
Cairo,Minor,29.828002924651116,29.695431946420143,2024.0,11.0,26.0,9.0,0.0
Aswan,Severe,29.332578066520366,25.47163593021224,2021.0,9.0,14.0,3.0,0.0
Aswan,Moderate,26.877525415369515,31.38641278257913,2023.0,5.0,,17.0,0.0
Alexandria,Minor,26.576777485106415,33.677849376560296,2020.0,5.0,24.0,23.0,0.0
Alexandria,Minor,26.506017133043557,34.526730157252004,2021.0,10.0,22.0,,0.0
Cairo,Severe,30.068366698420014,34.2235976128428,2020.0,4.0,8.0,6.0,0.0
Aswan,Severe,31.031034978873908,28.48616077515395,2022.0,7.0,17.0,1.0,0.0
Alexandria,Minor,30.339695242013924,29.650482361307283,2022.0,4.0,18.0,14.0,0.0
Luxor,Fatal,25.090975207702137,30.142866752273335,2021.0,9.0,30.0,21.0,0.0
Giza,Minor,30.578383280515418,34.41016354925337,2024.0,5.0,8.0,3.0,0.0
Cairo,Minor,26.88117371407528,25.1981770118243,2020.0,5.0,1.0,19.0,0.0
Giza,Fatal,22.145298485363895,29.55998155857091,2020.0,4.0,26.0,13.0,0.0
Alexandria,Severe,24.816882625902377,29.42545234465112,2022.0,1.0,3.0,12.0,0.0
Sharm El Sheikh,Moderate,29.147595813329318,26.914103915059997,2024.0,,4.0,8.0,0.0
Giza,Moderate,25.095364309771448,33.28303689408282,2021.0,4.0,17.0,20.0,0.0
Luxor,Moderate,28.092685008809923,34.363588356110284,2024.0,12.0,11.0,10.0,0.0
Aswan,Minor,23.399032300471053,32.39206419206199,2023.0,11.0,7.0,7.0,0.0
Cairo,Fatal,26.570063898426305,25.96093064404635,2020.0,5.0,,7.0,0.0
Cairo,Fatal,25.255290034613484,26.679249910971194,2021.0,9.0,11.0,3.0,0.0
Cairo,Fatal,26.697554604348383,32.33832995157088,2024.0,3.0,29.0,0.0,0.0
Giza,Fatal,29.604209799478134,27.536987732102574,2024.0,9.0,21.0,11.0,0.0
Aswan,Moderate,23.310540100939207,25.557186909198485,2023.0,1.0,9.0,3.0,0.0
Sharm El Sheikh,Severe,31.057387743683478,27.19328236002729,2020.0,12.0,13.0,0.0,
Luxor,Minor,28.74556338403027,25.719875797393737,2021.0,4.0,10.0,15.0,0.0
Cairo,Severe,23.260373958639565,33.99634438145561,2024.0,2.0,19.0,,0.0
Sharm El Sheikh,Fatal,30.062942369171957,27.337459297200915,2024.0,,29.0,16.0,0.0
Aswan,Fatal,31.104052258651258,,2020.0,1.0,2.0,23.0,0.0
Cairo,Fatal,24.0525684612242,30.301119418977706,2022.0,5.0,15.0,8.0,0.0
Aswan,Moderate,23.999739163736834,32.88484231069363,,8.0,13.0,16.0,0.0
Giza,Severe,26.913407530432043,,2024.0,9.0,29.0,2.0,0.0
Aswan,Minor,30.59371400700082,26.744339586953668,2024.0,3.0,21.0,18.0,0.0
Giza,Severe,25.491853964592867,25.438187187153375,2024.0,1.0,17.0,17.0,0.0
Cairo,Severe,23.928086801490604,30.720322295073082,2024.0,2.0,23.0,7.0,0.0
Aswan,Minor,28.910141745029865,32.718286975822345,2022.0,3.0,12.0,14.0,
Cairo,Moderate,23.35446109298567,31.433387123892008,2024.0,5.0,2.0,7.0,0.0
Sharm El Sheikh,Minor,27.46009358260366,34.69541984069831,2023.0,5.0,11.0,7.0,0.0
Giza,Fatal,29.756297203369655,29.765574213617896,2020.0,,17.0,0.0,0.0
Aswan,Fatal,30.46462584484597,29.76745621784304,2023.0,5.0,30.0,9.0,0.0
Cairo,Fatal,24.085107318807108,27.3634389742608,2021.0,12.0,19.0,13.0,0.0
Sharm El Sheikh,Severe,28.212978765932945,27.178038536824886,2024.0,2.0,14.0,11.0,0.0
Sharm El Sheikh,Fatal,29.387380362335833,29.148891254205246,2020.0,12.0,30.0,17.0,0.0
Giza,Fatal,30.94363432636342,30.3660596562844,2022.0,11.0,17.0,12.0,0.0
Cairo,Minor,26.42130492678278,29.321232224598646,2023.0,4.0,1.0,20.0,0.0
Sharm El Sheikh,Fatal,27.97899785552024,26.510052266433732,2024.0,,25.0,9.0,0.0
Cairo,Severe,22.79799601302289,27.549841651137385,2022.0,5.0,21.0,,0.0
Giza,Moderate,23.688994742728326,29.05320863472257,2024.0,10.0,24.0,9.0,0.0
Luxor,Minor,23.909632848939033,,2022.0,12.0,,19.0,0.0
Alexandria,Minor,29.826313086548772,32.3055627807952,2021.0,1.0,27.0,11.0,0.0
Luxor,Moderate,,31.911910703648996,2021.0,2.0,28.0,6.0,0.0
Luxor,Minor,26.12474539759015,33.23646566090936,2024.0,6.0,18.0,0.0,
Alexandria,Fatal,24.518613678915894,25.893781060598688,2023.0,10.0,9.0,9.0,0.0
Aswan,Severe,29.827840660006807,34.871395243594385,2022.0,3.0,11.0,23.0,0.0
Giza,Moderate,26.997089344207495,26.862709264797697,2023.0,8.0,17.0,1.0,0.0
Alexandria,Minor,24.369887471294813,12.714253354097872,2024.0,1.0,18.0,14.0,0.0
Luxor,Minor,23.675081853735755,31.31769061421262,2020.0,3.0,10.0,9.0,0.0
Luxor,Severe,41.85528207832445,28.060132280950597,2020.0,8.0,30.0,4.0,0.0
Sharm El Sheikh,Severe,,33.44894569468448,2021.0,10.0,28.0,9.0,0.0
Luxor,Severe,28.492962506817413,29.223387591420487,2023.0,9.0,3.0,23.0,0.0
Luxor,Severe,30.759749236627577,11.88398162543569,2023.0,3.0,31.0,,0.0
Sharm El Sheikh,Severe,24.385226476247496,32.36175988686173,2023.0,4.0,11.0,4.0,0.0
Cairo,Moderate,23.342818458590664,31.425178239678186,2021.0,10.0,25.0,12.0,0.0
Giza,Minor,23.78793377405938,29.52128068636443,2021.0,9.0,,14.0,0.0
Cairo,Minor,24.760195829730854,25.106344240979503,2020.0,7.0,8.0,1.0,0.0
Aswan,Severe,22.598225865109175,32.42776429587032,2024.0,3.0,23.0,22.0,0.0
Luxor,Fatal,,33.47155405203959,2024.0,4.0,11.0,6.0,
Alexandria,Severe,23.667458773677907,25.40686789608583,2020.0,2.0,28.0,5.0,0.0
Cairo,Minor,27.14651414505411,30.36511064316444,2023.0,1.0,2.0,0.0,0.0
Alexandria,Minor,28.71206533391969,32.94018883807724,2023.0,1.0,23.0,,0.0
Alexandria,Minor,22.715380685844046,26.859085845109504,2022.0,2.0,7.0,7.0,0.0
Cairo,Fatal,29.922675800720597,28.29917998988709,2024.0,3.0,15.0,13.0,0.0
Cairo,Moderate,30.112432391428513,31.197029374929937,2020.0,11.0,28.0,0.0,
Sharm El Sheikh,Fatal,23.430638997872013,31.405665035477636,2024.0,4.0,8.0,5.0,0.0
Aswan,Minor,24.379632926320454,33.742188021856116,2024.0,,1.0,1.0,0.0
Giza,Fatal,23.358967556036433,27.232681567181995,,8.0,29.0,20.0,0.0
Aswan,Fatal,25.16203477340534,31.02419903844843,2024.0,,5.0,17.0,0.0
Aswan,Moderate,40.94162810757404,31.368167689209102,2024.0,4.0,19.0,,
Giza,Moderate,22.206341578381505,26.97509392465263,2022.0,9.0,10.0,,0.0
Sharm El Sheikh,Minor,24.92749458976673,29.07214366684345,2020.0,8.0,6.0,0.0,0.0
Luxor,Fatal,28.830941368138923,32.75457446173161,2021.0,8.0,24.0,9.0,0.0
Luxor,Fatal,26.397608081526574,28.48293245489847,2023.0,7.0,2.0,9.0,0.0
Giza,Severe,28.384265430675292,30.24935453083886,2021.0,10.0,19.0,15.0,0.0
Sharm El Sheikh,Severe,23.159353946656935,,2022.0,10.0,30.0,9.0,0.0
Aswan,Minor,30.07162631121303,30.341648010717105,2022.0,10.0,26.0,21.0,0.0
Sharm El Sheikh,Severe,27.83495422042992,34.25429323624045,2024.0,5.0,15.0,9.0,0.0
Sharm El Sheikh,Moderate,22.206891873991395,27.45797272182202,2024.0,,11.0,23.0,0.0
Sharm El Sheikh,Fatal,27.44230560680074,,2020.0,5.0,21.0,9.0,0.0
Giza,Fatal,27.108114142298927,32.17903632825472,2023.0,4.0,9.0,8.0,0.0
Giza,Moderate,41.437955852223304,32.41171420092027,2021.0,9.0,19.0,14.0,0.0
Aswan,Severe,22.980856466621578,34.179244149247,2022.0,10.0,,3.0,0.0
Sharm El Sheikh,Minor,40.71923645820638,12.711218858599103,2022.0,,26.0,11.0,
Alexandria,Moderate,22.82404136364378,31.286268005654787,2022.0,4.0,17.0,14.0,0.0
Aswan,Moderate,22.69493103412078,27.90336461218678,2023.0,5.0,21.0,4.0,0.0
Cairo,Fatal,29.278182670767478,25.42469256968399,2021.0,8.0,,11.0,0.0
Giza,Severe,24.873802873401573,,2023.0,10.0,24.0,4.0,0.0
Sharm El Sheikh,Fatal,29.113707326684402,31.769379570357685,2022.0,1.0,,21.0,0.0
Luxor,Fatal,29.0016980733048,28.20257142034895,2020.0,10.0,12.0,2.0,0.0
Giza,Severe,23.826158630891076,29.337523687440108,2021.0,7.0,2.0,6.0,0.0
Giza,Severe,25.56013615433254,33.849596701273065,2024.0,11.0,16.0,17.0,0.0
Alexandria,Severe,30.851013302720652,26.529257629358167,2021.0,8.0,6.0,20.0,0.0
Giza,Moderate,31.39562296731313,26.291030433625444,2021.0,1.0,28.0,20.0,0.0
Giza,Minor,24.650265823495257,,2023.0,11.0,4.0,12.0,0.0
Giza,Severe,26.85124647573813,30.619534430833653,2020.0,8.0,30.0,1.0,0.0
Giza,Moderate,26.218747963948413,33.34933997213929,2024.0,1.0,,21.0,0.0
Alexandria,Severe,24.739174926438892,28.295351828002534,2023.0,2.0,20.0,23.0,0.0
Luxor,Minor,24.397721708886166,25.689056584723282,2022.0,9.0,27.0,8.0,0.0
Alexandria,Moderate,22.03652235715026,25.553497033638546,2022.0,4.0,12.0,16.0,0.0
Alexandria,Minor,28.6374348947327,29.078148147468045,,12.0,8.0,18.0,0.0
Giza,Severe,26.550687442889192,26.08767082102151,2021.0,8.0,5.0,,0.0
Aswan,Severe,23.952846309744817,31.3509374079327,2023.0,2.0,24.0,11.0,0.0
Alexandria,Severe,31.476655607578824,25.67401341948098,2024.0,7.0,30.0,1.0,0.0
Cairo,Fatal,25.945289475545014,29.720750972820706,2022.0,6.0,23.0,14.0,0.0
Luxor,Moderate,25.943423709821932,27.497385124817466,2022.0,10.0,4.0,7.0,
Luxor,Moderate,28.99547996207507,32.79827456667694,2020.0,1.0,30.0,1.0,0.0
Giza,Moderate,28.688560617441123,27.150166276131532,2022.0,12.0,10.0,21.0,0.0
Giza,Severe,27.19110518802279,25.602495517107176,2023.0,8.0,2.0,22.0,0.0
Giza,Fatal,22.88481450551258,28.914493517247216,2022.0,3.0,15.0,19.0,0.0
Alexandria,Moderate,28.798291597674368,26.60166612153864,2022.0,4.0,26.0,11.0,0.0
Luxor,Severe,22.6329027774242,31.073595320663436,2020.0,12.0,5.0,17.0,0.0
Aswan,Minor,29.18064086313334,30.890982422547278,2024.0,6.0,17.0,21.0,0.0
Luxor,Minor,31.22070444499351,28.787429270440413,2020.0,12.0,11.0,17.0,0.0
Cairo,Severe,31.26760965174685,25.98945283882607,2024.0,11.0,4.0,0.0,0.0
Giza,Moderate,23.110149239628875,34.98512535260346,2023.0,4.0,24.0,8.0,0.0
Luxor,Minor,28.727004292628177,,2020.0,3.0,5.0,16.0,0.0
Aswan,Fatal,30.44671980505934,30.49251592276841,,11.0,23.0,,0.0
Alexandria,Minor,29.226971297219816,31.926680999153394,,2.0,,23.0,0.0
Luxor,Minor,29.16672309416181,30.509747572891946,2022.0,4.0,12.0,17.0,0.0
Luxor,Fatal,22.440861967630827,,2022.0,2.0,11.0,10.0,0.0
Luxor,Moderate,24.536948864078354,30.491197784313876,2024.0,10.0,14.0,10.0,0.0
Aswan,Fatal,29.54970436864812,27.99005260741132,2022.0,3.0,15.0,,0.0
Giza,Moderate,26.259672206934344,26.588532628587064,2021.0,1.0,27.0,23.0,0.0
Luxor,Moderate,22.482957969922538,29.033879299134778,2023.0,7.0,,20.0,0.0
Sharm El Sheikh,Fatal,29.562867266115102,29.38332239613673,2024.0,10.0,1.0,,0.0
Luxor,Severe,27.59188981237306,27.00543005849274,2021.0,8.0,3.0,12.0,0.0
Cairo,Moderate,25.191808787823376,34.356448900278906,2022.0,4.0,26.0,9.0,0.0
Aswan,Moderate,30.80587370048098,32.42240207917461,2024.0,12.0,9.0,17.0,0.0
Giza,Severe,27.06966230056604,27.430774494999547,2023.0,2.0,2.0,0.0,0.0
Cairo,Severe,22.294982339737,30.578293889427016,2023.0,8.0,12.0,,0.0
Giza,Moderate,,26.666730676502866,2021.0,,13.0,14.0,0.0
Aswan,Moderate,41.73812740355704,10.322103418389732,2021.0,7.0,21.0,9.0,0.0
Giza,Minor,26.014204838137104,33.61784577757718,2024.0,12.0,30.0,2.0,0.0
Cairo,Minor,29.569085932994597,25.58867655562379,2020.0,6.0,24.0,20.0,0.0
Luxor,Moderate,22.30718141928158,27.14590489867512,2021.0,1.0,16.0,13.0,0.0
Sharm El Sheikh,Minor,30.932047141985556,33.17459894206818,2022.0,11.0,16.0,7.0,0.0
Giza,Fatal,31.261676757421526,34.47072088158333,2024.0,11.0,9.0,0.0,0.0
Aswan,Fatal,24.856022019376283,28.289262137166258,2022.0,12.0,24.0,5.0,0.0
Luxor,Moderate,26.070915600176395,,2024.0,3.0,23.0,6.0,0.0
Luxor,Minor,22.22695470778918,25.658248407914222,2020.0,9.0,29.0,8.0,0.0
Cairo,Fatal,30.317683309576594,32.63478938773668,2022.0,7.0,11.0,14.0,0.0
Aswan,Severe,29.75912783165864,27.79514467624975,2024.0,11.0,7.0,19.0,0.0
Luxor,Fatal,25.20947812750781,10.64664566349783,,9.0,10.0,22.0,0.0
Cairo,Severe,29.230156553535572,28.27700789159052,2022.0,4.0,9.0,7.0,0.0
Cairo,Minor,24.838529279998504,28.34279702093092,2021.0,12.0,5.0,12.0,0.0
Luxor,Minor,26.410706658069774,26.987448321027642,2020.0,9.0,8.0,1.0,0.0
Cairo,Minor,27.430845701488977,34.11199806476675,2020.0,10.0,8.0,13.0,0.0
Sharm El Sheikh,Moderate,29.715919162573748,33.75005985987717,2021.0,2.0,21.0,19.0,0.0
Aswan,Fatal,27.925602865778355,34.21953901353231,2020.0,,30.0,10.0,0.0
Sharm El Sheikh,Minor,24.990041388130486,27.977449818616638,2020.0,6.0,22.0,19.0,0.0
Cairo,Moderate,24.625507936674765,25.883498389095113,2024.0,9.0,,3.0,0.0
Sharm El Sheikh,Minor,22.189146889267448,28.082049111773582,2024.0,,15.0,1.0,0.0
Giza,Severe,22.78585551839229,27.62923205397057,2022.0,10.0,15.0,6.0,0.0
Luxor,Minor,28.643531644434244,25.792596989996117,2020.0,5.0,7.0,23.0,0.0
Alexandria,Moderate,29.55184288233988,27.868899667861392,2024.0,8.0,8.0,13.0,0.0
Alexandria,Severe,24.945368724493513,30.79150853810818,,10.0,13.0,,0.0
Giza,Severe,25.371595387691404,26.15319837207331,2020.0,2.0,19.0,,0.0
Alexandria,Minor,,33.28819667041635,2024.0,9.0,16.0,4.0,0.0
Alexandria,Severe,25.97413047606798,34.33387075875641,2022.0,2.0,7.0,7.0,
Alexandria,Fatal,25.55572906547766,27.301064175688918,2021.0,3.0,9.0,11.0,0.0
Sharm El Sheikh,Severe,28.072520699532195,,2024.0,8.0,18.0,15.0,0.0
Sharm El Sheikh,Minor,23.311492094074637,25.325759084356797,2023.0,9.0,28.0,4.0,0.0
Sharm El Sheikh,Severe,27.984505733264232,34.544966063413526,2022.0,5.0,21.0,13.0,0.0
Cairo,Moderate,27.241480872043866,27.5415785565283,2020.0,8.0,6.0,5.0,0.0
Luxor,Moderate,24.41014627718479,34.48839130295648,2023.0,9.0,,10.0,0.0
Aswan,Fatal,27.613037356649524,34.25190451990683,2024.0,11.0,26.0,17.0,0.0
Cairo,Minor,22.093755852158516,32.29926020537463,2022.0,4.0,,15.0,0.0
Aswan,Moderate,30.297499854295523,34.61018244217961,2023.0,7.0,2.0,7.0,0.0
Alexandria,Severe,29.01902194925941,30.329795357629948,2020.0,10.0,20.0,20.0,0.0
Cairo,Fatal,30.156936413007074,30.995235992440396,2021.0,3.0,,10.0,0.0
Sharm El Sheikh,Minor,27.577096595478988,27.78892685195349,2024.0,10.0,20.0,2.0,0.0
Giza,Severe,30.313456979063258,25.307486225243583,2021.0,8.0,20.0,17.0,0.0
Aswan,Moderate,28.41552302990586,29.920411985239276,2021.0,7.0,17.0,20.0,0.0
Alexandria,Fatal,29.006809156101376,,2020.0,11.0,18.0,8.0,0.0
Luxor,Moderate,22.890401329742595,34.93087324267263,2023.0,12.0,16.0,19.0,0.0
Alexandria,Fatal,25.449274227289585,28.183691125984474,2023.0,,15.0,4.0,0.0
Luxor,Severe,24.14920004183584,31.695953473621614,2022.0,3.0,30.0,18.0,0.0
Cairo,Fatal,30.732448179458352,29.177868726218215,2021.0,1.0,31.0,9.0,0.0
Sharm El Sheikh,Fatal,25.757791336758366,33.74252555732512,2023.0,3.0,24.0,7.0,0.0
Alexandria,Minor,26.04393191137683,25.998910348466126,2021.0,,5.0,6.0,0.0
Giza,Severe,26.5159924866178,26.351027434301102,2021.0,8.0,9.0,12.0,0.0
Alexandria,Severe,28.67259124949635,25.031542234360714,2023.0,8.0,16.0,13.0,0.0
Luxor,Minor,27.27377263900197,27.67058496503033,2021.0,8.0,20.0,11.0,0.0
Giza,Severe,25.743945382671207,25.08691822133394,2021.0,3.0,14.0,16.0,
Sharm El Sheikh,Fatal,26.639998812920453,25.7435742047097,2022.0,1.0,14.0,4.0,
Sharm El Sheikh,Minor,28.433112665023415,31.89356160472236,2021.0,1.0,,7.0,0.0
Cairo,Moderate,27.17070531005511,27.59884629743847,2024.0,2.0,4.0,3.0,0.0
Aswan,Severe,29.86166758568345,,2024.0,7.0,11.0,16.0,0.0
Giza,Fatal,31.256286592355842,32.915323149725694,2024.0,9.0,28.0,19.0,0.0
Alexandria,Fatal,30.054726198448307,29.507552214515535,2020.0,4.0,19.0,8.0,0.0
Sharm El Sheikh,Moderate,29.854200925148042,25.605311333519534,2022.0,11.0,9.0,1.0,0.0
Aswan,Moderate,29.596081645698607,32.6251829275047,2024.0,3.0,7.0,21.0,
Aswan,Fatal,29.836562987580944,25.85899799721831,2023.0,3.0,31.0,,0.0
Aswan,Fatal,29.727722110513213,,2023.0,1.0,,10.0,0.0
Cairo,Severe,30.129753822134372,30.933989640369344,2023.0,1.0,10.0,18.0,0.0
Cairo,Fatal,27.34170526390447,33.52613227750268,2024.0,5.0,10.0,7.0,0.0
Giza,Moderate,28.700464767836095,28.898648257393873,2020.0,1.0,20.0,14.0,0.0
Giza,Severe,25.066629665629534,27.33632576344988,2021.0,,13.0,8.0,0.0
Aswan,Minor,30.537945092651853,26.18114247488299,2023.0,2.0,22.0,0.0,0.0
Alexandria,Moderate,29.874597131483377,33.45583461231746,2021.0,8.0,1.0,21.0,0.0
Luxor,Minor,29.02852745754427,31.502613136732613,2021.0,2.0,23.0,,0.0
Aswan,Severe,22.64103249379431,30.353827383900416,2021.0,11.0,30.0,11.0,0.0
Cairo,Moderate,31.489799709698516,32.2250688229505,2024.0,8.0,,4.0,0.0
Aswan,Minor,28.668833347226883,26.67914315179873,,9.0,14.0,22.0,0.0
Cairo,Moderate,27.283257044156574,31.96908539924661,2024.0,9.0,14.0,2.0,0.0
Alexandria,Minor,31.44495571399563,28.44445156483484,,9.0,29.0,20.0,0.0
Cairo,Fatal,40.8712397399846,34.82882165702424,2024.0,2.0,8.0,1.0,0.0
Sharm El Sheikh,Moderate,29.92737527313756,26.324803264992195,2023.0,3.0,15.0,11.0,0.0
Sharm El Sheikh,Moderate,30.736912665685093,28.406485685149086,2022.0,4.0,19.0,13.0,0.0
Aswan,Fatal,28.739377388038058,25.487512739651134,2023.0,9.0,6.0,3.0,0.0
Giza,Severe,30.08991302639896,31.093812742545996,2024.0,12.0,14.0,21.0,0.0
Cairo,Moderate,25.965930026400294,12.977618437826965,2024.0,2.0,22.0,10.0,0.0
Alexandria,Severe,23.071340103053362,,2023.0,2.0,21.0,13.0,0.0
Aswan,Moderate,30.296393897303496,29.031120037320033,2024.0,7.0,22.0,4.0,0.0
Alexandria,Severe,23.951138858712188,,2024.0,2.0,11.0,20.0,
Luxor,Minor,28.597014083425293,33.04839582161982,2022.0,1.0,2.0,7.0,0.0
Sharm El Sheikh,Minor,28.84058274218713,29.847070025058933,2021.0,9.0,6.0,15.0,0.0
Aswan,Fatal,24.553185053163304,32.90466475735436,,11.0,3.0,10.0,0.0
Cairo,Fatal,27.277661091599835,28.635668079112058,2024.0,12.0,14.0,15.0,0.0
Giza,Minor,29.621015346491966,27.894484152144955,2022.0,9.0,13.0,8.0,0.0
Aswan,Fatal,23.914284611651407,31.31947446649797,2022.0,11.0,25.0,5.0,0.0
Luxor,Fatal,28.585803776129605,28.894449824299524,2024.0,10.0,29.0,10.0,0.0
Sharm El Sheikh,Moderate,26.641243373699734,34.85923222012323,2022.0,12.0,29.0,8.0,0.0
Cairo,Minor,26.932710622558517,29.147956400185333,2022.0,3.0,1.0,5.0,0.0
Cairo,Minor,25.47641295614919,28.444067404008777,2020.0,7.0,9.0,18.0,0.0
Giza,Moderate,26.382743735779616,12.034066510603473,2024.0,4.0,21.0,6.0,0.0
Giza,Moderate,27.144242677987087,,2023.0,12.0,14.0,8.0,0.0
Alexandria,Moderate,30.81718384481871,27.651235674362148,2022.0,11.0,16.0,1.0,0.0
Luxor,Fatal,22.42086890284298,,2024.0,7.0,6.0,18.0,0.0
Alexandria,Severe,24.807067036970267,29.965336730165046,2021.0,11.0,11.0,11.0,0.0
Aswan,Severe,22.75530740745836,14.136034308347732,2021.0,5.0,24.0,20.0,0.0
Aswan,Minor,25.520042708898043,32.907748649282816,2022.0,11.0,14.0,22.0,0.0
Luxor,Fatal,25.40464094150805,33.48360644881718,2021.0,1.0,17.0,5.0,0.0
Giza,Minor,22.21988010220917,29.895764977378136,2021.0,9.0,24.0,9.0,0.0
Sharm El Sheikh,Moderate,26.357120819485846,27.960022983573527,2023.0,3.0,4.0,10.0,0.0
Alexandria,Minor,28.136136090502333,30.453852924656708,2022.0,3.0,12.0,8.0,0.0
Sharm El Sheikh,Moderate,26.116613505199943,25.7746164823396,2021.0,3.0,7.0,15.0,0.0
Alexandria,Severe,23.29278949828103,30.02811472785458,2020.0,2.0,15.0,2.0,0.0
Aswan,Fatal,29.40563305094048,29.989545166752976,2021.0,9.0,,2.0,0.0
Cairo,Severe,26.70532098684711,26.028514813374308,,2.0,,22.0,0.0
Sharm El Sheikh,Severe,30.591648957775284,27.247585437552832,2024.0,4.0,9.0,7.0,0.0
Cairo,Moderate,30.543454336276724,25.22563699728356,2020.0,11.0,10.0,18.0,0.0
Cairo,Severe,30.8150955101855,25.821194582095675,2020.0,,6.0,7.0,0.0
Sharm El Sheikh,Fatal,,25.419469244098607,2023.0,1.0,29.0,1.0,
Giza,Minor,29.909626690891166,34.31847373874602,,2.0,21.0,13.0,0.0
Luxor,Severe,29.572942013007573,,2021.0,8.0,18.0,13.0,0.0
Aswan,Moderate,41.658749709430616,29.995999008723373,2021.0,2.0,19.0,4.0,0.0
Sharm El Sheikh,Minor,27.35991212005562,33.83364458989395,2020.0,2.0,14.0,19.0,0.0
Sharm El Sheikh,Minor,24.706117979747628,34.17979455883207,,5.0,21.0,11.0,0.0
Giza,Fatal,26.66634693687861,10.669145827249732,2023.0,6.0,,9.0,0.0
Giza,Minor,28.895824138727903,33.12028343696071,2024.0,2.0,,16.0,0.0
Aswan,Moderate,22.811160418755208,34.78215382434006,2024.0,7.0,9.0,21.0,0.0
Sharm El Sheikh,Fatal,40.273550645826454,29.773380684702694,2021.0,7.0,4.0,2.0,0.0
Aswan,Severe,28.51006941806583,30.54160227222063,2024.0,7.0,17.0,0.0,0.0
Alexandria,Minor,27.43871716891514,33.74973920347957,,8.0,2.0,13.0,0.0
Sharm El Sheikh,Severe,28.708921800639427,34.110830940347626,2021.0,12.0,5.0,13.0,0.0
Luxor,Minor,30.781670855651264,34.54486230733385,2022.0,11.0,8.0,3.0,0.0
Cairo,Minor,23.875579398570597,32.810717928559086,2021.0,7.0,15.0,0.0,0.0
Cairo,Severe,29.966010343706813,28.06876168360506,2022.0,10.0,31.0,11.0,0.0
Luxor,Moderate,28.333729760064386,28.342758775106724,,8.0,3.0,,0.0
Giza,Moderate,26.547628769314215,31.66347318746014,2022.0,8.0,27.0,9.0,0.0
Giza,Severe,27.904085814017876,30.843861712403967,2020.0,8.0,10.0,8.0,0.0
Aswan,Severe,28.833725155658982,34.164977459312254,2021.0,7.0,31.0,10.0,0.0
Luxor,Fatal,29.436252547675835,30.202064198560734,2021.0,12.0,24.0,17.0,0.0
Giza,Moderate,26.53110653448222,31.36707052907316,2021.0,9.0,26.0,6.0,0.0
Giza,Severe,31.089007579646818,31.37648025501928,2022.0,8.0,16.0,18.0,0.0
Alexandria,Moderate,29.156697131975697,27.82583569820649,2020.0,11.0,,9.0,0.0
Sharm El Sheikh,Minor,23.975143815490778,30.207080455910436,2020.0,1.0,22.0,4.0,0.0
Aswan,Minor,26.66336480433566,29.813941020862384,2022.0,10.0,18.0,5.0,0.0
Aswan,Moderate,30.39183624790993,27.07296044945141,2022.0,4.0,1.0,17.0,0.0
Alexandria,Fatal,,27.94234720632617,2024.0,2.0,19.0,18.0,0.0
Giza,Moderate,26.75960203380697,28.9166567790684,2020.0,1.0,30.0,8.0,0.0
Giza,Fatal,28.838125844761315,,2022.0,,,7.0,0.0
Sharm El Sheikh,Minor,29.28692193468276,34.99771326530138,2024.0,6.0,29.0,1.0,0.0
Aswan,Severe,,,2020.0,8.0,27.0,11.0,0.0
Giza,Minor,25.60551429807894,34.62745116509218,2021.0,7.0,16.0,23.0,0.0
Alexandria,Moderate,27.539427769372512,26.47208035373678,2022.0,8.0,15.0,19.0,0.0
Giza,Minor,28.421362076494095,34.067854834767964,2024.0,11.0,9.0,21.0,0.0
Alexandria,Minor,,30.072897660449733,2022.0,2.0,2.0,12.0,0.0
Sharm El Sheikh,Severe,,28.905062071354752,2020.0,3.0,9.0,23.0,0.0
Luxor,Moderate,30.44010950482361,27.826874823363838,2021.0,,15.0,10.0,0.0
Cairo,Severe,29.89064221263418,34.94068576693576,2023.0,2.0,19.0,21.0,0.0
Alexandria,Severe,22.629355914502852,26.734803473795253,2023.0,8.0,1.0,22.0,0.0
Alexandria,Moderate,25.589607233750286,28.211613355087366,2021.0,5.0,22.0,8.0,0.0
Giza,Moderate,24.84261068096159,34.42089088142836,2020.0,3.0,3.0,9.0,0.0
Cairo,Fatal,22.99872537285807,31.15246726150144,2023.0,11.0,22.0,14.0,0.0
Luxor,Minor,25.023491090693035,32.89281113965756,2020.0,11.0,2.0,22.0,0.0
Giza,Minor,30.354396640645433,28.530384017968405,2022.0,5.0,27.0,9.0,0.0
Cairo,Fatal,25.254629252193595,29.23344311538167,2023.0,7.0,21.0,5.0,0.0
Cairo,Severe,22.231829481468043,26.347331336616172,2023.0,12.0,17.0,22.0,0.0
Alexandria,Moderate,30.267208072684,31.98492756168973,2023.0,12.0,,22.0,0.0
Giza,Fatal,22.135450744740407,32.07226651513109,2023.0,12.0,15.0,18.0,0.0
Aswan,Fatal,22.467707287091795,29.523999897267508,2023.0,5.0,20.0,18.0,0.0
